City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
614,Wajir,KE,1.7471,40.0573,80.6,66,63,9.44,broken clouds
615,Sawtell,AU,-30.3833,153.1,66.22,77,88,12.66,overcast clouds
616,Kaduy,RU,59.2,37.15,43.7,89,100,9.71,light rain
617,Chunskiy,RU,56.0815,99.6342,25.86,93,85,8.46,light snow
618,Ngorongoro,TZ,-3.2397,35.4875,53.1,97,79,2.71,broken clouds
619,Youkounkoun,GN,12.5333,-13.1333,93.4,13,30,5.95,scattered clouds
620,Itoman,JP,26.1247,127.6694,79.18,96,75,8.05,broken clouds
621,Vilhena,BR,-12.7406,-60.1458,77.22,83,0,3.44,clear sky
622,Purbalingga,ID,-7.3881,109.3639,75.78,95,100,1.14,overcast clouds
623,Liling,CN,27.6667,113.5,72.54,94,100,2.93,overcast clouds
624,Buala,SB,-8.145,159.5921,83.8,74,93,6.71,light rain
625,Taihe,CN,30.8712,105.3845,63.52,73,93,0.85,overcast clouds
626,Tevriz,RU,57.509,72.4042,30.25,76,33,4.9,scattered clouds
627,Marysville,US,48.0518,-122.1771,73.04,38,0,17.27,clear sky
628,Itaqui,BR,-29.1253,-56.5531,72.66,92,8,10.04,clear sky
629,Leh,IN,34.1667,77.5833,36.59,42,51,2.91,broken clouds
630,Semnan,IR,35.5729,53.3971,78.64,17,40,2.3,scattered clouds
631,Pueblo,US,38.2545,-104.6091,58.6,32,100,4.0,overcast clouds
632,Rafai,CF,4.95,23.9167,69.24,98,89,2.71,overcast clouds
633,Kawalu,ID,-7.3817,108.2082,72.9,98,98,1.12,overcast clouds
634,Muriwai Beach,NZ,-36.8167,174.45,66.34,84,100,9.98,overcast clouds
635,Sayyan,YE,15.1718,44.3244,60.66,45,65,1.7,broken clouds
636,Challans,FR,46.8436,-1.8749,54.97,95,7,10.96,clear sky
637,Nishihara,JP,26.1842,127.7558,78.46,97,75,8.05,broken clouds
638,Davidson,US,36.1501,-86.7833,81.36,47,40,14.0,scattered clouds
639,Havoysund,NO,70.9963,24.6622,35.83,73,100,11.07,overcast clouds
640,Lima,PE,-12.0432,-77.0282,61.05,88,40,10.36,scattered clouds
641,Norden,DE,53.6,7.2,46.38,90,50,18.03,scattered clouds
642,Plattling,DE,48.7833,12.8667,50.77,86,100,10.2,light rain
643,Oyama,JP,36.3,139.8,64.58,66,67,0.74,broken clouds
644,Klaebu,NO,63.2976,10.4826,41.94,74,100,3.65,overcast clouds
645,Ak-Dovurak,RU,51.1833,90.6,24.96,53,1,0.51,clear sky
646,Del Rio,US,29.3627,-100.8968,89.62,44,0,10.36,clear sky
647,Penarroya-Pueblonuevo,ES,38.3,-5.2667,52.45,73,51,1.95,broken clouds
648,Xiaoweizhai,CN,26.1903,107.5125,66.69,98,76,1.72,broken clouds
649,Teeli,RU,51.0333,90.2333,23.47,52,0,2.1,clear sky
650,North Bend,US,43.4065,-124.2243,67.24,80,0,11.5,clear sky
651,Thibodaux,US,29.7958,-90.8229,82.98,75,66,8.01,broken clouds
652,Takoradi,GH,4.8845,-1.7554,80.13,85,100,4.34,overcast clouds
653,Nador,MA,35.174,-2.9287,57.45,77,0,2.3,clear sky
654,Utete,TZ,-7.986,38.758,72.79,98,100,1.63,overcast clouds
655,Los Llanos De Aridane,ES,28.6585,-17.9182,62.35,78,20,4.0,few clouds
656,Marand,IR,38.4329,45.7749,55.4,62,100,8.3,light rain
657,Jiaocheng,CN,24.6774,116.1389,74.61,90,18,2.46,few clouds
658,Naze,JP,28.3667,129.4833,72.52,88,9,6.04,clear sky
659,Barinas,VE,8.6226,-70.2075,83.44,60,92,5.44,overcast clouds
660,Sar-E Pul,AF,35.8333,66.1667,53.04,80,32,2.51,scattered clouds
661,Gorodishche,RU,48.8045,44.4744,52.68,87,40,8.95,scattered clouds
662,Chimore,BO,-16.9833,-65.1333,75.61,90,98,2.64,overcast clouds
663,Manggar,ID,-2.8833,108.2667,81.27,82,85,7.18,overcast clouds
664,Gharghoda,IN,22.1667,83.35,80.42,18,6,1.97,clear sky
665,Wajima,JP,37.4,136.9,66.88,77,20,4.61,few clouds
666,Parabel,RU,58.6978,81.4825,27.3,86,100,7.49,overcast clouds
667,Amahai,ID,-3.3333,128.9167,81.32,77,100,2.68,overcast clouds
668,Amol,IR,36.4696,52.3507,57.94,78,100,1.86,overcast clouds
669,Preobrazheniye,RU,42.9019,133.9064,53.1,50,62,2.37,broken clouds
670,Dunmore East,IE,52.1514,-6.9861,50.32,72,14,16.2,few clouds
671,La Sarre,CA,48.8002,-79.1996,50.54,81,100,14.52,overcast clouds
672,Valparaiso,CL,-33.0393,-71.6273,59.47,84,100,13.8,overcast clouds
673,Bowen,AU,-20.0167,148.2333,77.14,84,100,22.26,overcast clouds
674,Koungou,YT,-12.7336,45.2042,80.31,83,0,3.44,clear sky
675,Garissa,KE,-0.4536,39.6401,80.74,73,100,12.48,overcast clouds
676,Kiruna,SE,67.8557,20.2251,31.12,86,100,3.44,overcast clouds
677,Namibe,AO,-15.1961,12.1522,71.56,75,18,3.83,few clouds
678,Vagur,FO,61.4732,-6.8119,43.84,82,100,20.58,overcast clouds
679,Saldanha,ZA,-33.0117,17.9442,57.79,81,0,15.82,clear sky
680,Bonthe,SL,7.5264,-12.505,75.56,88,100,13.96,moderate rain
681,Tiznit,MA,29.5833,-9.5,52.43,87,87,7.11,overcast clouds
682,Trinidad,BO,-14.8333,-64.9,82.38,83,75,0.0,broken clouds
683,Puksoozero,RU,62.5903,40.6066,21.54,97,28,2.21,scattered clouds
684,Lerik,AZ,38.7726,48.4128,54.32,82,100,2.84,light rain
685,Ambon,ID,-3.6954,128.1814,89.74,66,20,3.44,few clouds
686,Normandin,CA,48.8333,-72.5321,43.11,60,99,4.61,overcast clouds
687,Robertsport,LR,6.7533,-11.3686,75.13,92,85,8.93,heavy intensity rain
688,Pereira Barreto,BR,-20.6383,-51.1092,76.86,56,72,7.56,broken clouds
